name,name_mn,calories,carbohydrate,sugars,fiber,protein,fat
"SILK Light Vanilla, soymilk",,33.0,4.12,2.88,0.4,2.47,0.82
"Butter, with salt, whipped",,718.0,2.87,0.06,0.0,0.49,78.3
"Bockwurst, raw, veal, pork",,301.0,2.95,1.33,1.0,14.03,25.87
"Cookies, soft-type, raisin",,401.0,68.0,47.56,1.2,4.1,13.6
"DENNY'S, top sirloin steak",,182.0,0.14,0.0,0.0,28.9,7.34
"Bread, toasted, wheat germ",,293.0,54.3,4.14,2.3,10.7,3.3
"Bread, kneel down (Navajo)",,195.0,39.47,3.74,0.0,4.29,2.21
"Vegetable oil, palm kernel",,862.0,0.0,0.0,0.0,0.0,100.0
"Milk, fluid, mature, human",,70.0,6.89,6.89,0.0,1.03,4.38
"Pork, pickled, feet, cured",,140.0,0.01,0.0,0.0,11.63,10.02
"Cake, dry mix, gingerbread",,437.0,74.6,46.62,1.7,4.4,13.8
"Cheese, shredded, parmesan",,415.0,3.41,0.9,0.0,37.86,27.34
"Rolls, whole-wheat, dinner",,266.0,51.1,8.46,7.5,8.7,4.7
"Cheese, nonfat, mozzarella",,141.0,3.5,1.48,1.8,31.7,0.0
"KFC, Crispy Chicken Strips",,274.0,13.66,0.0,1.4,20.25,15.42
"Ice creams, light, vanilla",,180.0,29.46,22.12,0.3,4.78,4.83
"SILK Very Vanilla, soymilk",,53.0,7.82,6.58,0.4,2.47,1.65
"Fast foods, scrambled, egg",,212.0,2.08,1.64,0.0,13.84,16.18
"Bratwurst, cooked, chicken",,176.0,0.0,0.0,0.0,19.44,10.35
"Gravy, chicken, CAMPBELL'S",,51.0,5.87,0.94,0.0,0.79,2.73
"Fast foods, mashed, potato",,89.0,14.65,0.5,1.3,1.65,2.82
"Sorghum flour, whole-grain",,359.0,76.64,1.94,6.6,8.43,3.34
"Milk shakes, thick vanilla",,112.0,17.75,17.75,0.0,3.86,3.03
"MOTHER'S, Macaroon Cookies",,552.0,55.7,25.4,4.1,6.1,34.1
"Egg, omelet, cooked, whole",,154.0,0.64,0.31,0.0,10.57,11.66
"SWANSON, Chicken A La King",,71.0,4.03,0.67,0.7,4.7,4.03
"Pasta, cooked, whole-wheat",,149.0,30.07,0.75,3.9,5.99,1.71
"Sauce, tomato based, steak",,95.0,22.04,9.82,1.5,1.25,0.23
"Cream substitute, powdered",,529.0,59.29,7.77,0.0,2.48,32.92
"Frankfurter, low fat, beef",,233.0,1.6,0.85,0.0,12.0,9.5
"Babyfood, toddler, carrots",,26.0,5.23,2.5,2.3,0.6,0.3
SILK Strawberry soy yogurt,,94.0,18.24,12.94,0.6,2.35,1.18
"Bread, unenriched, raisin",,274.0,52.3,0.0,4.3,7.9,4.4
"Cheese, low sodium, swiss",,374.0,3.4,1.31,0.0,28.4,27.4
Ice cream cookie sandwich,,240.0,39.6,21.3,1.2,3.7,7.4
"Barbecue loaf, beef, pork",,173.0,6.4,0.0,0.0,15.84,8.9
"Corned beef loaf, jellied",,153.0,0.0,0.0,0.0,22.9,6.1
"Bread, toasted, rice bran",,264.0,47.3,5.08,5.3,9.7,5.0
"Ice creams, rich, vanilla",,249.0,22.29,20.65,0.0,3.5,16.2
"Egg, fried, cooked, whole",,196.0,0.83,0.4,0.0,13.61,14.84
"Snacks, plain, pork skins",,544.0,0.0,0.0,0.0,61.3,31.3
"KEEBLER, Cookies, ANIMALS",,450.0,75.3,25.4,1.4,5.6,14.2
"Frozen yogurts, chocolate",,127.0,21.6,19.24,2.3,3.0,3.6
Campbell's Pork and Beans,,108.0,19.23,6.15,5.4,4.62,1.15
"Cheese, low fat, muenster",,271.0,3.5,3.5,0.0,24.7,17.6
"SILK Unsweetened, soymilk",,33.0,1.65,0.41,0.4,2.88,1.65
"Cookies, coconut macaroon",,460.0,61.22,45.16,5.1,3.02,22.55
"Crackers, rye, crispbread",,366.0,82.2,1.07,16.5,7.9,1.3
"Pork, raw, backfat, fresh",,812.0,0.0,0.0,0.0,2.92,88.69
"Crackers, regular, cheese",,489.0,59.42,4.53,2.3,10.93,22.74
"Cookies, dry mix, oatmeal",,462.0,67.3,0.0,0.0,6.5,19.2
"Chicken, no broth, canned",,185.0,0.9,0.0,0.0,25.3,8.1
"Crackers, low salt, wheat",,473.0,64.9,13.04,4.5,8.6,20.6
"Frankfurter, heated, beef",,322.0,2.66,1.27,0.0,11.69,29.36
"Peppered loaf, beef, pork",,149.0,4.53,4.61,0.0,17.3,6.37
"BURGER KING, Cheeseburger",,286.0,23.71,4.49,1.0,14.57,14.81
"SMART SOUP, French Lentil",,53.0,9.5,2.6,2.9,2.9,1.06
"Salami, pork, dry or hard",,407.0,1.6,0.0,0.0,22.58,33.72
"Smoked link sausage, pork",,309.0,0.94,0.94,0.0,11.98,28.23
"Side dishes, potato salad",,114.0,13.53,0.0,0.0,1.53,6.03
Rice and Wheat cereal bar,,409.0,72.73,31.8,1.8,9.09,9.09
"SILK Light Plain, soymilk",,29.0,3.29,2.47,0.4,2.47,0.82
"Cheese, low fat, monterey",,313.0,0.7,0.56,0.0,28.2,21.6
"Onions, dehydrated flakes",,349.0,83.28,37.41,9.2,8.95,0.46
SILK Raspberry soy yogurt,,88.0,17.65,12.94,0.6,2.35,1.18
SILK Blueberry soy yogurt,,88.0,17.06,12.35,0.6,2.35,1.18
"Sweet potato leaves, raw",,42.0,8.82,0.0,5.3,2.49,0.51
"Beerwurst, pork and beef",,276.0,4.27,0.0,0.9,14.0,22.53
"Bread, toasted, oat bran",,259.0,43.7,8.46,4.9,11.4,4.8
"BURGER KING, Onion Rings",,417.0,43.58,5.43,2.7,3.86,25.23
"Beef sausage, pre-cooked",,405.0,0.03,0.0,0.0,15.5,37.57
"WENDY'S, Chicken Nuggets",,326.0,14.31,0.08,0.0,16.46,22.55
"Pork, raw, ground, fresh",,263.0,0.0,0.0,0.0,16.88,21.19
"Beef stew, canned entree",,99.0,7.85,1.76,0.9,4.41,5.53
"Honey roll sausage, beef",,182.0,2.18,0.0,0.0,18.58,10.5
"Milk, non-soy, imitation",,46.0,5.3,5.3,0.0,1.6,2.0
"KEEBLER, Oatmeal Cookies",,478.0,67.7,30.9,4.5,7.1,20.1
"Cake, dry mix, angelfood",,366.0,86.13,61.33,0.5,6.4,0.27
"SILK Plus Fiber, soymilk",,41.0,5.76,2.88,2.1,2.47,1.44
"Snacks, brown rice chips",,384.0,81.5,0.6,4.2,8.2,2.8
"Pork, pickled pork hocks",,171.0,0.0,0.0,0.0,19.11,10.54
"Bread, whole-wheat, pita",,262.0,55.89,2.87,6.1,9.8,1.71
"Cheese, grated, parmesan",,420.0,13.91,0.07,0.0,28.42,27.84
"McDONALD'S, Egg McMUFFIN",,228.0,21.67,2.13,1.1,13.64,9.66
"Crackers, regular, wheat",,455.0,70.73,15.48,6.9,7.3,16.4
"McDONALD'S, Cheeseburger",,263.0,27.81,6.22,1.1,12.97,11.79
"Soy flour, raw, full-fat",,434.0,31.92,7.5,9.6,37.81,20.65
"Gravy, dry, instant beef",,369.0,61.1,23.9,4.3,9.8,9.48
"Yogurt, non-fat, vanilla",,78.0,17.04,5.88,0.0,2.94,0.0
"Gravy, powder, dry, pork",,367.0,63.57,24.73,2.4,8.78,8.63
"Cabbage, salted, mustard",,28.0,5.63,1.4,3.1,1.1,0.1
SILK Key Lime soy yogurt,,88.0,17.65,12.35,0.6,2.35,1.18
"Egg Mix, USDA Commodity",,555.0,23.97,2.46,0.0,35.6,34.5
"Cheese, fat free, cream",,105.0,7.66,5.48,0.0,15.69,1.0
"Candies, milk chocolate",,535.0,59.4,51.5,3.4,7.65,29.66
"Milk, fluid, low sodium",,61.0,4.46,4.46,0.0,3.1,3.46
"Picnic loaf, beef, pork",,232.0,4.76,0.0,0.0,14.92,16.64
"DENNY'S, chicken strips",,295.0,22.03,0.29,1.1,19.17,14.5
"SCHIFF,TIGER'S MILK BAR",,422.0,56.46,36.4,2.3,16.8,14.29
"Bread, enriched, raisin",,274.0,52.3,5.68,4.3,7.9,4.4
"Bread, toasted, oatmeal",,292.0,52.7,8.84,4.3,9.2,4.8
"Pork, raw, belly, fresh",,518.0,0.0,0.0,0.0,9.34,53.01
"Nuts, dried, butternuts",,612.0,12.05,0.0,4.7,24.9,56.98
"Bratwurst, cooked, pork",,333.0,2.85,0.0,0.0,13.72,29.18
"Gravy, beef, CAMPBELL'S",,42.0,5.08,1.69,0.0,1.69,1.69
"Milk, dried, buttermilk",,387.0,49.0,49.0,0.0,34.3,5.78
"Barley, cooked, pearled",,123.0,28.22,0.28,3.8,2.26,0.44
"Cheese, hard type, goat",,452.0,2.17,2.17,0.0,30.52,35.59
"Cheese, soft type, goat",,264.0,0.0,0.0,0.0,18.52,21.08
"Puddings, dry mix, rice",,376.0,91.2,0.0,0.7,2.7,0.1
"Sour cream, reduced fat",,181.0,7.0,0.3,0.0,7.0,14.1
"Pasta, dry, whole-wheat",,352.0,73.37,2.74,9.2,13.87,2.93
"Rolls, oat bran, dinner",,236.0,40.2,6.67,4.1,9.5,4.6
"SILK Chocolate, soymilk",,58.0,9.47,7.82,0.8,2.06,1.44
"Onions, sauteed, yellow",,132.0,7.86,0.0,1.7,0.95,10.8
"English muffins, wheat",,223.0,44.8,1.56,4.6,8.7,2.0
"Bologna, beef and pork",,308.0,5.49,4.42,0.0,15.2,24.59
"Bread, sprouted, wheat",,188.0,33.88,2.63,5.3,13.16,0.0
"Egg, fresh, raw, white",,52.0,0.73,0.71,0.0,10.9,0.17
"Egg, fresh, raw, whole",,143.0,0.72,0.37,0.0,12.56,9.51
"Egg substitute, powder",,444.0,21.8,21.8,0.0,55.5,13.0
"Cereals, dry, WHEATENA",,357.0,75.6,1.6,12.8,13.1,2.9
"Ice creams, strawberry",,192.0,27.6,0.0,0.9,3.2,8.4
"Cheese, low fat, swiss",,179.0,3.4,1.33,0.0,28.4,5.1
"Bologna, low fat, beef",,204.0,5.2,0.0,0.0,11.8,14.8
"Butterbur, raw, (fuki)",,14.0,3.61,0.0,0.0,0.39,0.04
"Cheese, hard, parmesan",,392.0,3.22,0.8,0.0,35.75,25.83
Chickpea flour (besan),,387.0,57.82,10.85,10.8,22.39,6.69
"Peanut flour, defatted",,327.0,34.7,8.22,15.8,52.2,0.55
"Chorizo, pork and beef",,455.0,1.86,0.0,0.0,24.1,38.27
"Bologna, pork, chicken",,336.0,4.19,0.0,0.0,10.31,30.61
"Mortadella, pork, beef",,311.0,3.05,0.0,0.0,16.37,25.39
"Wheat, hard red spring",,329.0,68.03,0.41,12.2,15.4,1.92
"Wheat, soft red winter",,331.0,74.24,0.41,12.5,10.35,1.56
"Wheat, hard red winter",,327.0,71.18,0.41,12.2,12.61,1.54
"Cheese, sliced, sharp, cheddar",,410.0,2.13,0.27,0.0,24.25,33.82
"Soup, vegetable broth, SWANSON",,6.0,1.02,0.57,0.0,0.23,0.07
"Beans, with beef, canned, baked",,121.0,16.91,0.0,0.0,6.38,3.45
"APPLEBEE'S, crunchy onion rings",,356.0,40.17,4.48,3.1,4.58,19.61
"Yogurt, whole milk, fruit, Greek",,106.0,12.29,12.0,0.0,7.33,3.0
"KEEBLER, Wheat Crackers, TOASTEDS",,466.0,66.1,9.0,4.0,8.3,20.0
"Pasta mix, unprepared, classic beef",,354.0,72.2,4.95,2.0,12.32,1.78
"Restaurant, sesame chicken, Chinese",,293.0,26.88,15.98,0.7,14.33,14.25
"Bread, sweet yeast bread, pan dulce",,367.0,56.38,12.5,2.3,9.42,11.58
"Cake, dry mix, carrot, pudding-type",,415.0,79.2,0.0,0.0,5.1,9.8
"Candies, BUTTERFINGER Crisp, NESTLE",,465.0,68.45,48.33,1.7,6.67,18.33
"ARCHWAY Home Style Cookies, Oatmeal",,421.0,68.17,34.5,2.9,5.48,14.08
"Lasagna, unprepared, frozen, cheese",,145.0,21.61,3.8,1.7,5.06,4.22
"Onions, unprepared, chopped, frozen",,29.0,6.82,0.0,1.8,0.79,0.1
"Tea, Hohoysi (Hopi), brewed, herbal",,2.0,0.0,0.0,0.0,0.12,0.2
"Fish, dry heat, cooked, butterfish",,187.0,0.0,0.0,0.0,22.15,10.28
"Cookies, refrigerated dough, sugar",,436.0,61.22,36.51,0.9,4.0,19.48
"WENDY'S, with cheese, Double Stack",,285.0,15.35,3.87,0.0,18.53,16.6
"Corn flour, enriched, masa, yellow",,363.0,76.59,0.0,6.4,8.46,3.69
"Salisbury steak with gravy, frozen",,149.0,6.78,0.26,1.0,6.98,10.47
"Restaurant, lemon chicken, Chinese",,252.0,20.61,8.18,1.0,11.87,13.55
"Potatoes, raw, flesh and skin, red",,70.0,15.9,1.29,1.7,1.89,0.14
"Sorghum flour, unenriched, refined",,357.0,76.85,0.0,1.9,9.53,1.24
"CRACKER BARREL, macaroni n' cheese",,194.0,15.61,2.83,1.1,6.49,11.75
"Burrito, microwaved, beef and bean",,298.0,38.95,1.36,6.9,8.73,11.94
"OSCAR MAYER, Wieners (beef franks)",,329.0,2.78,1.6,0.0,11.35,30.26
"Stew/soup, caribou (Alaska Native)",,41.0,4.8,0.0,0.1,3.8,0.7
"Emu, broiled, cooked, inside drums",,156.0,0.0,0.0,0.0,32.38,2.01
"Cheese sauce, prepared from recipe",,197.0,5.48,0.19,0.1,10.33,14.92
"Cake, prepared, dry mix, angelfood",,257.0,58.7,30.51,0.2,6.1,0.3
"Bread stuffing, dry mix, cornbread",,389.0,76.7,13.16,14.3,10.0,4.2
"Chicken, raw, all classes, gizzard",,94.0,0.0,0.0,0.0,17.66,2.06
"Cream, cultured, reduced fat, sour",,135.0,4.26,0.16,0.0,2.94,12.0
"SILK Plus for Bone Health, soymilk",,41.0,4.53,2.88,0.8,2.47,1.44
"Cream substitute, liquid, flavored",,251.0,35.07,33.04,1.1,0.69,13.5
"Butter, without salt, stick, light",,499.0,0.0,0.0,0.0,3.3,55.1
"Cake, prepared from recipe, sponge",,297.0,57.7,0.0,0.0,7.3,4.3
"Pork, cooked, separable fat, fresh",,626.0,0.0,0.0,0.0,7.06,66.1
"Peanut butter, reduced fat, smooth",,520.0,35.65,9.28,5.2,25.9,34.0
"Cookies, lower fat, vanilla wafers",,441.0,73.6,37.5,1.9,5.0,15.2
"Babyfood, chicken and rice, dinner",,51.0,9.2,0.55,1.1,1.6,0.9
"Knackwurst, beef, pork, knockwurst",,307.0,3.2,0.0,0.0,11.1,27.7
"Milk, calcium reduced, nonfat, dry",,354.0,51.8,0.0,0.0,35.5,0.2
"Milk, sweetened, condensed, canned",,321.0,54.4,54.4,0.0,7.91,8.7
"Crackers, reduced fat, whole-wheat",,416.0,75.52,1.22,10.9,11.34,7.59
"MOTHER'S, Vanilla Sandwich Cookies",,469.0,68.9,30.1,1.3,4.8,20.1
"Pancakes, dry mix, special dietary",,349.0,73.9,0.0,0.0,8.9,1.4
"Wheat flour, enriched, cake, white",,362.0,78.03,0.31,1.7,8.2,0.86
"Oil, whale (Alaska Native), beluga",,900.0,0.0,0.0,0.0,0.0,100.0
"Macaroni and cheese, frozen entree",,149.0,17.28,1.53,1.1,5.6,6.41
"Focaccia, plain, Italian flatbread",,249.0,35.82,1.75,1.8,8.77,7.89
"CAMPBELL'S, condensed, Tomato Soup",,71.0,15.22,8.23,1.1,1.46,0.44
"Soup, Chinese restaurant, egg drop",,27.0,4.29,0.09,0.4,1.16,0.61
"Cheese, swiss, pasteurized process",,334.0,2.1,1.23,0.0,24.73,25.01
"Macaroni and Cheese, canned entree",,82.0,11.52,0.5,0.5,3.38,2.46
"Asparagus, drained, boiled, cooked",,22.0,4.11,1.3,2.0,2.4,0.22
"Peanut butter with omega-3, creamy",,608.0,17.0,3.11,6.1,24.47,54.17
"Onions, solids and liquids, canned",,19.0,4.02,2.2,1.2,0.85,0.09
"Cheese, part skim milk, mozzarella",,254.0,2.77,1.13,0.0,24.26,15.92
"MOTHER'S, Coconut Cocadas Cookies",,500.0,65.1,27.8,3.0,5.7,25.1
"Cream substitute, light, powdered",,431.0,73.4,73.4,0.0,1.9,15.7
"Frybread, made with lard (Apache)",,309.0,46.01,1.54,1.7,8.38,10.14
"Restaurant, spanish rice, Mexican",,185.0,31.16,1.3,1.2,3.28,5.29
"Pork, cooked, rendered fat, bacon",,898.0,0.0,0.0,0.0,0.07,99.5
"Pork, baked, cooked, bacon, cured",,548.0,1.35,0.0,0.0,35.73,43.27
"KEEBLER, Onion Crackers, TOASTEDS",,479.0,67.7,9.7,2.2,5.7,20.6
"Cake, dry mix, unenriched, yellow",,432.0,78.1,0.0,1.1,4.4,11.6
"Parmesan cheese topping, fat free",,370.0,40.0,1.5,0.0,40.0,5.0
"Candies, BUTTERFINGER Bar, NESTLE",,459.0,72.9,45.9,2.0,5.4,18.9
"DENNY'S, mozzarella cheese sticks",,324.0,27.22,2.83,1.6,13.56,17.87
"Rice, cooked, medium-grain, brown",,112.0,23.51,0.0,1.8,2.32,0.83
"Chicken, raw, meat only, roasting",,111.0,0.0,0.0,0.0,20.33,2.7
"Frybread, made with lard (Navajo)",,330.0,48.26,2.03,0.0,6.69,12.22
"Stew, hominy with mutton (Navajo)",,83.0,9.38,0.11,2.0,6.71,2.06
"PEPPERIDGE FARM, Deli Swirl Bread",,247.0,44.7,2.8,4.7,0.01,3.1
"SMART SOUP, Santa Fe Corn Chowder",,55.0,11.2,3.6,2.0,2.0,0.71
"Potato puffs, oven-heated, frozen",,192.0,27.29,0.27,2.0,2.13,9.05
"Beef, chopped beef, smoked, cured",,133.0,1.86,0.0,0.0,20.19,4.42
"Yogurt, nonfat, strawberry, Greek",,82.0,12.07,11.27,0.6,8.05,0.15
"Yogurt, lowfat, strawberry, Greek",,103.0,11.89,11.23,1.0,8.17,2.57
"USDA Commodity, Flour Mix, Bakery",,400.0,62.53,0.0,7.1,8.47,12.9
"KEEBLER, Frosted Cookies, ANIMALS",,506.0,70.0,41.1,0.9,3.0,24.1
"Cheese, cheddar or colby, low fat",,173.0,1.91,0.52,0.0,24.35,7.0
"Bread, somiviki (Hopi), blue corn",,186.0,39.84,12.94,3.6,3.1,1.53
"Cookies, lemon wafer, gluten-free",,515.0,74.39,42.31,0.0,0.0,24.18
"Potatoes, with salt, flesh, baked",,93.0,21.55,1.7,1.5,1.96,0.1
"Cheese, nonfat or fat free, Swiss",,127.0,3.4,1.33,0.0,28.4,0.0
"Seeds, dried, breadnut tree seeds",,367.0,79.39,0.0,14.9,8.62,1.68
"Beverages, unsweetened, rice milk",,47.0,9.17,5.28,0.3,0.28,0.97
"Chicken, fried, breaded, meatless",,234.0,8.51,0.0,4.3,21.28,12.77
"Mollusks, baked or broiled, conch",,130.0,1.7,0.0,0.0,26.3,1.2
"Corn flour, white, enriched, masa",,363.0,76.59,1.61,6.4,8.46,3.69
"Buckwheat groats, cooked, roasted",,92.0,19.94,0.9,2.7,3.38,0.62
"Sweet potato, vacuum pack, canned",,91.0,21.12,5.0,1.8,1.65,0.2
"Babyfood, strained, chicken, meat",,130.0,0.1,0.0,0.0,13.7,7.9
"BURGER KING, with cheese, WHOPPER",,250.0,16.7,4.11,1.0,11.19,15.33
"Oil, salad or cooking, cottonseed",,884.0,0.0,0.0,0.0,0.0,100.0
"Toppings, butterscotch or caramel",,216.0,57.01,57.0,0.0,1.21,0.0
"Oil, spotted seal (Alaska Native)",,894.0,0.0,0.0,0.0,0.0,99.32
"Lasagna, prepared, frozen, cheese",,130.0,13.84,4.23,1.7,6.54,5.33
"Snacks, reduced fat, potato chips",,471.0,66.9,0.22,5.9,7.1,20.8
"MURRAY, Vanilla Wafer, SUGAR FREE",,412.0,74.0,1.4,5.6,5.9,16.8
"Soup, ready to serve, beef barley",,52.0,7.94,1.22,0.9,2.81,0.96
"Salad dressing, creamy, poppyseed",,399.0,23.73,23.39,0.3,0.92,33.33
"Leavening agents, cream of tartar",,258.0,61.5,0.0,0.2,0.0,0.0
"Gravy, fat free, beef, CAMPBELL'S",,25.0,5.08,0.0,0.0,1.69,0.0
"Onions, unprepared, whole, frozen",,35.0,8.45,3.81,1.7,0.89,0.06
SILK Banana-Strawberry soy yogurt,,88.0,17.06,10.59,0.6,2.35,1.18
"MOTHER'S, Chocolate Chip Cookies",,490.0,67.6,32.9,1.7,5.7,22.0
"Ice cream, chocolate, soft serve",,222.0,22.2,21.16,0.7,4.1,13.0
"Bread crumbs, plain, grated, dry",,395.0,71.98,6.2,4.5,13.35,5.3
Oven-roasted chicken breast roll,,134.0,1.79,0.43,0.0,14.59,7.65
"Oil, original, PAM cooking spray",,792.0,20.69,0.0,0.0,0.26,78.69
"Restaurant, pork, tamale, Latino",,174.0,15.75,0.46,2.4,7.35,9.04
"Emu, broiled, cooked, fan fillet",,154.0,0.0,0.0,0.0,31.27,2.3
"KEEBLER, Toasted Coconut Cookies",,475.0,69.9,41.2,2.3,3.8,20.2
"Fish, dry heat, cooked, milkfish",,190.0,0.0,0.0,0.0,26.32,8.63
"Burrito, frozen, bean and cheese",,221.0,34.01,3.21,3.4,7.07,6.3
"Potatoes, home-prepared, o'brien",,81.0,15.47,0.0,0.0,2.35,1.28
"WEND'YS, Crispy Chicken Sandwich",,278.0,26.36,3.13,0.0,11.72,13.93
"BURGER KING, Double Cheeseburger",,282.0,17.43,4.17,0.0,16.83,16.13
"Mutton, roasted (Navajo), cooked",,234.0,0.08,0.0,0.0,33.43,11.09
"Cereals, Dry, Quick Oats, QUAKER",,371.0,68.18,1.42,9.4,13.7,6.87
"Cookies, reduced fat, shortbread",,451.0,75.99,21.65,1.3,5.37,14.0
"Potatoes, drained solids, canned",,60.0,13.61,0.0,2.3,1.41,0.21
"T.G.I. FRIDAY'S, chicken fingers",,325.0,16.84,0.23,0.8,18.68,20.31
"Seeds, roasted, breadfruit seeds",,207.0,40.1,0.0,6.0,6.2,2.7
"Potato puffs, unprepared, frozen",,178.0,24.8,0.28,2.3,1.93,8.71
"McDONALD'S, Hotcakes and Sausage",,294.0,37.55,7.29,1.6,7.81,12.5
"KELLOGG'S, Original, SIMPLY EGGO",,294.0,43.3,5.9,1.3,6.2,10.9
"Emu, pan-broiled, cooked, ground",,163.0,0.0,0.0,0.0,28.43,4.65
"Cheese, queso chihuahua, mexican",,374.0,5.56,5.56,0.0,21.56,29.68
"Soup, home-prepared, beef, stock",,13.0,1.2,0.54,0.0,1.97,0.09
"Soup, home-prepared, fish, stock",,16.0,0.0,0.0,0.0,2.26,0.81
"Noodles, cooked, somen, japanese",,131.0,27.54,0.0,0.0,4.0,0.18
Cheesecake commercially prepared,,321.0,25.5,21.8,0.4,5.5,22.5
"Crackers, GAMESA SABROSAS, cream",,484.0,64.55,9.37,2.4,7.01,20.37
"Snacks, rice-based, oriental mix",,506.0,51.62,3.0,13.2,17.31,25.58
"Chicken, raw, all classes, liver",,119.0,0.73,0.0,0.0,16.92,4.83
"Chicken, raw, all classes, heart",,153.0,0.71,0.0,0.0,15.55,9.33
"Snacks, almond, crisped rice bar",,458.0,64.6,0.0,3.6,7.0,20.4
"Bread, oat bran, reduced-calorie",,201.0,41.3,3.52,12.0,8.0,3.2
"Bread, toasted, enriched, raisin",,297.0,56.9,6.18,4.7,8.6,4.8
"Bread, protein (includes gluten)",,245.0,43.8,1.44,3.0,12.1,2.2
"Game meat, roasted, cooked, goat",,143.0,0.0,0.0,0.0,27.1,3.03
"Chicken, raw, meat only, stewing",,148.0,0.0,0.0,0.0,21.26,6.32
"Sweet potato, unprepared, frozen",,96.0,22.22,0.0,1.7,1.71,0.18
"Bratwurst, smoked, beef and pork",,297.0,2.0,0.0,0.0,12.2,26.34
"KEEBLER, Holiday Jingles Cookies",,470.0,73.9,28.2,1.5,5.0,17.4
"Pepperoni, sliced, beef and pork",,504.0,1.18,0.0,0.0,19.25,46.28
"Cookies, dry mix, chocolate chip",,497.0,66.1,0.0,0.0,4.6,25.2
"Salad dressing, lite, buttermilk",,202.0,21.33,3.77,1.1,1.25,12.42
"Pasta, cooked, corn, gluten-free",,126.0,27.91,0.0,4.8,2.63,0.73
"Cheese spread, cream cheese base",,295.0,3.5,3.5,0.0,7.1,28.6
"Cheese, with vegetables, cottage",,95.0,3.0,0.37,0.1,10.9,4.2
"MOTHER'S, Taffy Sandwich Cookies",,475.0,69.9,41.2,2.3,3.8,20.2
"ON THE BORDER, cheese quesadilla",,394.0,24.25,2.04,2.2,16.87,25.5
"Cabbage, raw, chinese (pak-choi)",,13.0,2.18,1.18,1.0,1.5,0.2
"Beef, canned, corned beef, cured",,250.0,0.0,0.0,0.0,27.1,14.93
"Pork, dehydrated, oriental style",,615.0,1.4,0.0,0.0,11.8,62.4
"Yogurt, whole milk, plain, Greek",,97.0,3.98,4.0,0.0,9.0,5.0
"Soup, Chinese restaurant, wonton",,32.0,5.25,0.34,0.2,2.08,0.26
"Cheese food, American, cold pack",,331.0,8.32,0.0,0.0,19.66,24.46
"MOTHER'S, Circus Animal Cookies",,515.0,68.3,43.5,0.8,3.8,25.3
"English muffins, toasted, wheat",,243.0,48.7,1.7,5.0,9.4,2.1
"Salami, less sodium, beef, pork",,396.0,15.38,6.21,0.2,15.01,30.5
"Corn flour, yellow, whole-grain",,361.0,76.85,0.64,7.3,6.93,3.86
"Soymilk, unfortified, chocolate",,63.0,9.95,7.86,0.4,2.26,1.53
"Bread, oatmeal, reduced-calorie",,210.0,43.3,0.0,0.0,7.6,3.5
"Chicken patty, uncooked, frozen",,292.0,13.61,0.0,1.2,14.33,20.04
"Liver sausage, pork, liverwurst",,326.0,2.2,0.0,0.0,14.1,28.5
"Chicken, raw, giblets, roasting",,127.0,1.14,0.0,0.0,18.14,5.04
"Bread, toasted, sprouted, wheat",,205.0,36.82,2.86,5.7,14.3,0.0
"Carbonated beverage, cream soda",,51.0,13.3,13.3,0.0,0.0,0.0
"KEEBLER, Danish Wedding Cookies",,504.0,68.3,37.9,2.6,3.9,24.1
"McDONALD'S, Double Cheeseburger",,282.0,18.79,4.23,0.8,15.5,16.09
"ON THE BORDER, cheese enchilada",,271.0,16.2,2.89,1.8,11.67,17.74
"Egg, hard-boiled, cooked, whole",,155.0,1.12,1.12,0.0,12.58,10.61
"Eggs, frozen mixture, scrambled",,131.0,7.5,7.5,0.0,13.1,5.6
"Emu, broiled, cooked, full rump",,168.0,0.0,0.0,0.0,33.67,2.68
"Wheat, uncooked, KAMUT khorasan",,337.0,70.58,7.84,11.1,14.54,2.13
"Noodles, cooked, soba, japanese",,99.0,21.44,0.0,0.0,5.06,0.1
"Cake, dry mix, enriched, yellow",,374.0,81.92,43.29,1.2,3.7,3.5
"Soup, condensed, canned, tomato",,66.0,15.22,8.23,1.1,1.46,0.44
"Sour cream, cultured, imitation",,208.0,6.63,6.63,0.0,2.4,19.52
"Soymilk (All flavors), enhanced",,45.0,3.45,2.53,0.4,2.94,1.99
"Cream substitute, light, liquid",,71.0,9.1,9.1,0.0,0.8,3.5
"Seeds, boiled, breadfruit seeds",,168.0,32.0,0.0,4.8,5.3,2.3
"Seeds, raw, breadnut tree seeds",,217.0,46.28,0.0,0.0,5.97,0.99
"Bologna, low fat, beef and pork",,230.0,2.6,0.0,0.0,11.5,19.3
"Butter, with salt, stick, light",,499.0,0.0,0.0,0.0,3.3,55.1
"Alcoholic beverage, rice (sake)",,134.0,5.0,0.0,0.0,0.5,0.0
"Cheese, part skim milk, ricotta",,138.0,5.14,0.31,0.0,11.39,7.91
"Pork, raw, separable fat, fresh",,632.0,0.0,0.0,0.0,9.25,65.7
"Rice, cooked, long-grain, brown",,123.0,25.58,0.24,1.6,2.74,0.97
"Fast foods, with cheese, nachos",,343.0,34.91,2.17,3.2,4.32,21.5
"Babyfood, junior, chicken, meat",,146.0,0.0,0.0,0.0,14.0,9.6
"Crackers, low salt, whole-wheat",,443.0,68.6,0.37,10.5,8.8,17.2
